	source	target	weight
18959	60S ribosomal protein L24, putative	Nucleoside transporter 2	1
18960	60S ribosomal protein L24, putative	Threonine--tRNA ligase	1
18961	60S ribosomal protein L24, putative	Casein kinase 2, alpha subunit	1
18962	60S ribosomal protein L24, putative	60S ribosomal protein L17, putative	1
18963	60S ribosomal protein L24, putative	cAMP-dependent protein kinase regulatory subunit	1
18964	60S ribosomal protein L24, putative	Ubiquitin-60S ribosomal protein L40	1
18965	60S ribosomal protein L24, putative	GTP-binding nuclear protein Ran	1
18966	60S ribosomal protein L24, putative	60S ribosomal protein L21	1
18967	60S ribosomal protein L24, putative	Calcium-dependent protein kinase 4	1
18968	60S ribosomal protein L24, putative	60S ribosomal protein L14, putative	1
18969	60S ribosomal protein L24, putative	ATP-dependent RNA helicase UAP56	1
18970	60S ribosomal protein L24, putative	Polyadenylate-binding protein	1
18971	60S ribosomal protein L24, putative	Elongation factor 1-gamma, putative	1
18972	60S ribosomal protein L24, putative	Protein transport protein SEC31	1
18973	60S ribosomal protein L24, putative	Heat shock protein 110, putative	1
18974	60S ribosomal protein L24, putative	HSP40, subfamily A, putative	1
18975	60S ribosomal protein L24, putative	60S ribosomal protein L23	1
18976	60S ribosomal protein L24, putative	Ring-infected erythrocyte surface antigen	1
18977	60S ribosomal protein L24, putative	Thioredoxin peroxidase 1	1
18978	60S ribosomal protein L24, putative	Thioredoxin-like protein	1
18979	60S ribosomal protein L24, putative	HAP protein	1
18980	60S ribosomal protein L23	Anamorsin homolog	1
18981	60S ribosomal protein L23	Lysophospholipase, putative	1
18982	60S ribosomal protein L23	60S ribosomal protein L10, putative	1
18983	60S ribosomal protein L23	60S ribosomal protein L30e, putative	1
18984	60S ribosomal protein L23	Dipeptidyl aminopeptidase 1	1
18985	60S ribosomal protein L23	Phosphoribosylpyrophosphate synthetase	1
18986	60S ribosomal protein L23	Glutamine synthetase, putative	1
18987	60S ribosomal protein L23	Inner membrane complex sub-compartment protein 3	1
18988	60S ribosomal protein L23	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18989	60S ribosomal protein L23	Nucleoside transporter 2	1
18990	60S ribosomal protein L23	Threonine--tRNA ligase	1
18991	60S ribosomal protein L23	Casein kinase 2, alpha subunit	1
18992	60S ribosomal protein L23	60S ribosomal protein L17, putative	1
18993	60S ribosomal protein L23	cAMP-dependent protein kinase regulatory subunit	1
18994	60S ribosomal protein L23	Ubiquitin-60S ribosomal protein L40	1
18995	60S ribosomal protein L23	GTP-binding nuclear protein Ran	1
18996	60S ribosomal protein L23	60S ribosomal protein L21	1
18997	60S ribosomal protein L23	Calcium-dependent protein kinase 4	1
18998	60S ribosomal protein L23	60S ribosomal protein L14, putative	1
18999	60S ribosomal protein L23	ATP-dependent RNA helicase UAP56	1
19000	60S ribosomal protein L23	Polyadenylate-binding protein	1
19001	60S ribosomal protein L23	Elongation factor 1-gamma, putative	1
19002	60S ribosomal protein L23	Protein transport protein SEC31	1
19003	60S ribosomal protein L23	Heat shock protein 110, putative	1
19004	60S ribosomal protein L23	HSP40, subfamily A, putative	1
19005	60S ribosomal protein L23	Ring-infected erythrocyte surface antigen	1
19006	60S ribosomal protein L23	Thioredoxin peroxidase 1	1
19007	60S ribosomal protein L23	Thioredoxin-like protein	1
19008	60S ribosomal protein L23	HAP protein	1
19009	60S ribosomal protein L17, putative	Anamorsin homolog	1
19010	60S ribosomal protein L17, putative	Lysophospholipase, putative	1
19011	60S ribosomal protein L17, putative	60S ribosomal protein L10, putative	1
19012	60S ribosomal protein L17, putative	60S ribosomal protein L30e, putative	1
19013	60S ribosomal protein L17, putative	Dipeptidyl aminopeptidase 1	1
19014	60S ribosomal protein L17, putative	Phosphoribosylpyrophosphate synthetase	1
19015	60S ribosomal protein L17, putative	Glutamine synthetase, putative	1
19016	60S ribosomal protein L17, putative	Inner membrane complex sub-compartment protein 3	1
19017	60S ribosomal protein L17, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19018	60S ribosomal protein L17, putative	Nucleoside transporter 2	1
19019	60S ribosomal protein L17, putative	Threonine--tRNA ligase	1
19020	60S ribosomal protein L17, putative	Casein kinase 2, alpha subunit	1
19021	60S ribosomal protein L17, putative	cAMP-dependent protein kinase regulatory subunit	1
19022	60S ribosomal protein L17, putative	Ubiquitin-60S ribosomal protein L40	1
19023	60S ribosomal protein L17, putative	GTP-binding nuclear protein Ran	1
19024	60S ribosomal protein L17, putative	60S ribosomal protein L21	1
19025	60S ribosomal protein L17, putative	Calcium-dependent protein kinase 4	1
19026	60S ribosomal protein L17, putative	60S ribosomal protein L14, putative	1
19027	60S ribosomal protein L17, putative	ATP-dependent RNA helicase UAP56	1
19028	60S ribosomal protein L17, putative	Polyadenylate-binding protein	1
19029	60S ribosomal protein L17, putative	Elongation factor 1-gamma, putative	1
19030	60S ribosomal protein L17, putative	Protein transport protein SEC31	1
19031	60S ribosomal protein L17, putative	Heat shock protein 110, putative	1
19032	60S ribosomal protein L17, putative	HSP40, subfamily A, putative	1
19033	60S ribosomal protein L17, putative	Ring-infected erythrocyte surface antigen	1
19034	60S ribosomal protein L17, putative	Thioredoxin peroxidase 1	1
19035	60S ribosomal protein L17, putative	Thioredoxin-like protein	1
19036	60S ribosomal protein L17, putative	HAP protein	1
19037	HAP protein	Anamorsin homolog	1
19038	HAP protein	Lysophospholipase, putative	1
19039	HAP protein	60S ribosomal protein L10, putative	1
19040	HAP protein	60S ribosomal protein L30e, putative	1
19041	HAP protein	Dipeptidyl aminopeptidase 1	1
19042	HAP protein	Phosphoribosylpyrophosphate synthetase	1
19043	HAP protein	Glutamine synthetase, putative	1
19044	HAP protein	Inner membrane complex sub-compartment protein 3	1
19045	HAP protein	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19046	HAP protein	Nucleoside transporter 2	1
19047	HAP protein	Threonine--tRNA ligase	1
19048	HAP protein	Casein kinase 2, alpha subunit	1
19049	HAP protein	cAMP-dependent protein kinase regulatory subunit	1
19050	HAP protein	Ubiquitin-60S ribosomal protein L40	1
19051	HAP protein	GTP-binding nuclear protein Ran	1
19052	HAP protein	60S ribosomal protein L21	1
19053	HAP protein	Calcium-dependent protein kinase 4	1
19054	HAP protein	60S ribosomal protein L14, putative	1
19055	HAP protein	ATP-dependent RNA helicase UAP56	1
19056	HAP protein	Polyadenylate-binding protein	1
19057	HAP protein	Elongation factor 1-gamma, putative	1
19058	HAP protein	Protein transport protein SEC31	1
19059	HAP protein	Heat shock protein 110, putative	1
19060	HAP protein	HSP40, subfamily A, putative	1
19061	HAP protein	Ring-infected erythrocyte surface antigen	1
19062	HAP protein	Thioredoxin peroxidase 1	1
19063	HAP protein	Thioredoxin-like protein	1
19064	Heat shock protein 110, putative	Anamorsin homolog	1
19065	Heat shock protein 110, putative	Lysophospholipase, putative	1
19066	Heat shock protein 110, putative	60S ribosomal protein L10, putative	1
19067	Heat shock protein 110, putative	60S ribosomal protein L30e, putative	1
19068	Heat shock protein 110, putative	Dipeptidyl aminopeptidase 1	1
19069	Heat shock protein 110, putative	Phosphoribosylpyrophosphate synthetase	1
19070	Heat shock protein 110, putative	Glutamine synthetase, putative	1
19071	Heat shock protein 110, putative	Inner membrane complex sub-compartment protein 3	1
19072	Heat shock protein 110, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19073	Heat shock protein 110, putative	Nucleoside transporter 2	1
19074	Heat shock protein 110, putative	Threonine--tRNA ligase	1
19075	Heat shock protein 110, putative	Casein kinase 2, alpha subunit	1
19076	Heat shock protein 110, putative	cAMP-dependent protein kinase regulatory subunit	1
19077	Heat shock protein 110, putative	Ubiquitin-60S ribosomal protein L40	1
19078	Heat shock protein 110, putative	GTP-binding nuclear protein Ran	1
19079	Heat shock protein 110, putative	60S ribosomal protein L21	1
19080	Heat shock protein 110, putative	Calcium-dependent protein kinase 4	1
19081	Heat shock protein 110, putative	60S ribosomal protein L14, putative	1
19082	Heat shock protein 110, putative	ATP-dependent RNA helicase UAP56	1
19083	Heat shock protein 110, putative	Polyadenylate-binding protein	1
19084	Heat shock protein 110, putative	Elongation factor 1-gamma, putative	1
19085	Heat shock protein 110, putative	Protein transport protein SEC31	1
19086	Heat shock protein 110, putative	HSP40, subfamily A, putative	1
19087	Heat shock protein 110, putative	Ring-infected erythrocyte surface antigen	1
19088	Heat shock protein 110, putative	Thioredoxin peroxidase 1	1
19089	Heat shock protein 110, putative	Thioredoxin-like protein	1
19090	60S ribosomal protein L10, putative	Anamorsin homolog	1
19091	60S ribosomal protein L10, putative	Lysophospholipase, putative	1
19092	60S ribosomal protein L10, putative	60S ribosomal protein L30e, putative	1
19093	60S ribosomal protein L10, putative	Dipeptidyl aminopeptidase 1	1
19094	60S ribosomal protein L10, putative	Phosphoribosylpyrophosphate synthetase	1
19095	60S ribosomal protein L10, putative	Glutamine synthetase, putative	1
19096	60S ribosomal protein L10, putative	Inner membrane complex sub-compartment protein 3	1
19097	60S ribosomal protein L10, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19098	60S ribosomal protein L10, putative	Nucleoside transporter 2	1
19099	60S ribosomal protein L10, putative	Threonine--tRNA ligase	1
19100	60S ribosomal protein L10, putative	Casein kinase 2, alpha subunit	1
19101	60S ribosomal protein L10, putative	cAMP-dependent protein kinase regulatory subunit	1
19102	60S ribosomal protein L10, putative	Ubiquitin-60S ribosomal protein L40	1
19103	60S ribosomal protein L10, putative	GTP-binding nuclear protein Ran	1
19104	60S ribosomal protein L10, putative	60S ribosomal protein L21	1
19105	60S ribosomal protein L10, putative	Calcium-dependent protein kinase 4	1
19106	60S ribosomal protein L10, putative	60S ribosomal protein L14, putative	1
19107	60S ribosomal protein L10, putative	ATP-dependent RNA helicase UAP56	1
19108	60S ribosomal protein L10, putative	Polyadenylate-binding protein	1
19109	60S ribosomal protein L10, putative	Elongation factor 1-gamma, putative	1
19110	60S ribosomal protein L10, putative	Protein transport protein SEC31	1
19111	60S ribosomal protein L10, putative	HSP40, subfamily A, putative	1
19112	60S ribosomal protein L10, putative	Ring-infected erythrocyte surface antigen	1
19113	60S ribosomal protein L10, putative	Thioredoxin peroxidase 1	1
19114	60S ribosomal protein L10, putative	Thioredoxin-like protein	1
19115	Lysophospholipase, putative	Anamorsin homolog	1
19116	Lysophospholipase, putative	60S ribosomal protein L30e, putative	1
19117	Lysophospholipase, putative	Dipeptidyl aminopeptidase 1	1
19118	Lysophospholipase, putative	Phosphoribosylpyrophosphate synthetase	1
19119	Lysophospholipase, putative	Glutamine synthetase, putative	1
19120	Lysophospholipase, putative	Inner membrane complex sub-compartment protein 3	1
19121	Lysophospholipase, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19122	Lysophospholipase, putative	Nucleoside transporter 2	1
19123	Lysophospholipase, putative	Threonine--tRNA ligase	1
19124	Lysophospholipase, putative	Casein kinase 2, alpha subunit	1
19125	Lysophospholipase, putative	cAMP-dependent protein kinase regulatory subunit	1
19126	Lysophospholipase, putative	Ubiquitin-60S ribosomal protein L40	1
19127	Lysophospholipase, putative	GTP-binding nuclear protein Ran	1
19128	Lysophospholipase, putative	60S ribosomal protein L21	1
19129	Lysophospholipase, putative	Calcium-dependent protein kinase 4	1
19130	Lysophospholipase, putative	60S ribosomal protein L14, putative	1
19131	Lysophospholipase, putative	ATP-dependent RNA helicase UAP56	1
19132	Lysophospholipase, putative	Polyadenylate-binding protein	1
19133	Lysophospholipase, putative	Elongation factor 1-gamma, putative	1
19134	Lysophospholipase, putative	Protein transport protein SEC31	1
19135	Lysophospholipase, putative	HSP40, subfamily A, putative	1
19136	Lysophospholipase, putative	Ring-infected erythrocyte surface antigen	1
19137	Lysophospholipase, putative	Thioredoxin peroxidase 1	1
19138	Lysophospholipase, putative	Thioredoxin-like protein	1
19139	Polyadenylate-binding protein	Anamorsin homolog	1
19140	Polyadenylate-binding protein	60S ribosomal protein L30e, putative	1
19141	Polyadenylate-binding protein	Dipeptidyl aminopeptidase 1	1
19142	Polyadenylate-binding protein	Phosphoribosylpyrophosphate synthetase	1
19143	Polyadenylate-binding protein	Glutamine synthetase, putative	1
19144	Polyadenylate-binding protein	Inner membrane complex sub-compartment protein 3	1
19145	Polyadenylate-binding protein	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19146	Polyadenylate-binding protein	Nucleoside transporter 2	1
19147	Polyadenylate-binding protein	Threonine--tRNA ligase	1
19148	Polyadenylate-binding protein	Casein kinase 2, alpha subunit	1
19149	Polyadenylate-binding protein	cAMP-dependent protein kinase regulatory subunit	1
19150	Polyadenylate-binding protein	Ubiquitin-60S ribosomal protein L40	1
19151	Polyadenylate-binding protein	GTP-binding nuclear protein Ran	1
19152	Polyadenylate-binding protein	60S ribosomal protein L21	1
19153	Polyadenylate-binding protein	Calcium-dependent protein kinase 4	1
19154	Polyadenylate-binding protein	60S ribosomal protein L14, putative	1
19155	Polyadenylate-binding protein	ATP-dependent RNA helicase UAP56	1
19156	Polyadenylate-binding protein	Elongation factor 1-gamma, putative	1
19157	Polyadenylate-binding protein	Protein transport protein SEC31	1
19158	Polyadenylate-binding protein	HSP40, subfamily A, putative	1
19159	Polyadenylate-binding protein	Ring-infected erythrocyte surface antigen	1
19160	Polyadenylate-binding protein	Thioredoxin peroxidase 1	1
19161	Polyadenylate-binding protein	Thioredoxin-like protein	1
19162	Ubiquitin-60S ribosomal protein L40	Anamorsin homolog	1
19163	Ubiquitin-60S ribosomal protein L40	60S ribosomal protein L30e, putative	1
19164	Ubiquitin-60S ribosomal protein L40	Dipeptidyl aminopeptidase 1	1
19165	Ubiquitin-60S ribosomal protein L40	Phosphoribosylpyrophosphate synthetase	1
19166	Ubiquitin-60S ribosomal protein L40	Glutamine synthetase, putative	1
19167	Ubiquitin-60S ribosomal protein L40	Inner membrane complex sub-compartment protein 3	1
19168	Ubiquitin-60S ribosomal protein L40	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
19169	Ubiquitin-60S ribosomal protein L40	Nucleoside transporter 2	1
19170	Ubiquitin-60S ribosomal protein L40	Threonine--tRNA ligase	1
19171	Ubiquitin-60S ribosomal protein L40	Casein kinase 2, alpha subunit	1
19172	Ubiquitin-60S ribosomal protein L40	cAMP-dependent protein kinase regulatory subunit	1
19173	Ubiquitin-60S ribosomal protein L40	GTP-binding nuclear protein Ran	1
19174	Ubiquitin-60S ribosomal protein L40	60S ribosomal protein L21	1
19175	Ubiquitin-60S ribosomal protein L40	Calcium-dependent protein kinase 4	1
19176	Ubiquitin-60S ribosomal protein L40	60S ribosomal protein L14, putative	1
19177	Ubiquitin-60S ribosomal protein L40	ATP-dependent RNA helicase UAP56	1
19178	Ubiquitin-60S ribosomal protein L40	Elongation factor 1-gamma, putative	1
19179	Ubiquitin-60S ribosomal protein L40	Protein transport protein SEC31	1
19180	Ubiquitin-60S ribosomal protein L40	HSP40, subfamily A, putative	1
